parameters,values
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,3.547825813293457
posterior_day_20,10.0
posterior_day_20,-0.8512783050537109
posterior_day_20,-10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,8.7398681640625
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-5.1544036865234375
posterior_day_20,9.46957778930664
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-0.8227767944335938
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-8.109697341918945
posterior_day_20,5.915388584136963
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-1.7085742950439453
posterior_day_20,4.564270973205566
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,9.252307891845703
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,8.367459297180176
posterior_day_20,4.590980529785156
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-6.987930774688721
posterior_day_20,10.0
posterior_day_20,1.2505412101745605
posterior_day_20,10.0
posterior_day_20,8.614251136779785
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,6.163732528686523
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,7.651239395141602
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,4.85224723815918
posterior_day_20,10.0
posterior_day_20,9.135799407958984
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,8.741622924804688
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,4.678460121154785
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-9.868986129760742
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,9.730966567993164
posterior_day_20,10.0
posterior_day_20,5.469724655151367
posterior_day_20,10.0
posterior_day_20,0.3941650390625
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-0.07578086853027344
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-3.0431971549987793
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,4.2359819412231445
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,7.962028503417969
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,5.276817321777344
posterior_day_20,5.185407638549805
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,4.628569602966309
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,3.4202961921691895
posterior_day_20,10.0
posterior_day_20,-10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,9.173768997192383
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,6.470209121704102
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,9.881731033325195
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,8.914701461791992
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,7.905892848968506
posterior_day_20,3.0857646465301514
posterior_day_20,10.0
posterior_day_20,-1.9674568176269531
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-6.42988395690918
posterior_day_20,2.1917686462402344
posterior_day_20,7.63446569442749
posterior_day_20,0.23787403106689453
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,4.861093521118164
posterior_day_20,10.0
posterior_day_20,1.8062477111816406
posterior_day_20,6.317625522613525
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,0.5929784774780273
posterior_day_20,10.0
posterior_day_20,3.2959437370300293
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,6.936841011047363
posterior_day_20,10.0
posterior_day_20,-6.469551086425781
posterior_day_20,5.707651138305664
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,0.5302906036376953
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,3.5487561225891113
posterior_day_20,-2.6500606536865234
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,5.1708221435546875
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-0.4806327819824219
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,6.094590187072754
posterior_day_20,10.0
posterior_day_20,6.681224346160889
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,4.354608535766602
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-1.9096956253051758
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,6.240746974945068
posterior_day_20,9.059069633483887
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,4.957972049713135
posterior_day_20,9.67184066772461
posterior_day_20,-10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,2.3575754165649414
posterior_day_20,-1.4148112535476685
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,1.1815662384033203
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-6.1152191162109375
posterior_day_20,10.0
posterior_day_20,1.5482540130615234
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,9.426417350769043
posterior_day_20,10.0
posterior_day_20,-1.1769218444824219
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-1.1655387878417969
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,7.7954301834106445
posterior_day_20,10.0
posterior_day_20,-5.855899810791016
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-0.9249567985534668
posterior_day_20,8.269227981567383
posterior_day_20,10.0
posterior_day_20,-5.505393981933594
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,0.12294578552246094
posterior_day_20,2.2613487243652344
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,9.958208084106445
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,8.267416000366211
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,1.612666130065918
posterior_day_20,-3.786478042602539
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,9.176814079284668
posterior_day_20,10.0
posterior_day_20,-8.64085578918457
posterior_day_20,10.0
posterior_day_20,7.313235282897949
posterior_day_20,-3.2676591873168945
posterior_day_20,8.529422760009766
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,4.867090225219727
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,2.596700668334961
posterior_day_20,-0.018571853637695312
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-7.999258041381836
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-1.3574771881103516
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,5.944366455078125
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,2.036452293395996
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-7.612794876098633
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,4.962087631225586
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,9.176010131835938
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,4.4007673263549805
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,9.702693939208984
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-0.058917999267578125
posterior_day_20,-4.715174674987793
posterior_day_20,1.704935073852539
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-6.175286293029785
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,3.094698905944824
posterior_day_20,10.0
posterior_day_20,7.772580146789551
posterior_day_20,9.456645011901855
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,2.208186149597168
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,0.06869316101074219
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,9.161133766174316
posterior_day_20,-7.3532867431640625
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,7.265800476074219
posterior_day_20,-10.0
posterior_day_20,-0.9479665160179138
posterior_day_20,-3.823019504547119
posterior_day_20,10.0
posterior_day_20,-3.993340492248535
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,1.266571044921875
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,9.419366836547852
posterior_day_20,10.0
posterior_day_20,7.274173736572266
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-0.1015005111694336
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,7.410078048706055
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-5.979341506958008
posterior_day_20,-0.9265117645263672
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,8.190614700317383
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-4.254833221435547
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-1.5642528533935547
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-2.544771194458008
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,4.908823013305664
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,5.675898551940918
posterior_day_20,10.0
posterior_day_20,5.184353828430176
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-9.372919082641602
posterior_day_20,2.5485482215881348
posterior_day_20,10.0
posterior_day_20,9.474985122680664
posterior_day_20,1.9755430221557617
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,9.194543838500977
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,6.827352046966553
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-8.491958618164062
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,7.241482257843018
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,8.258833885192871
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,1.8223586082458496
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-9.695234298706055
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-5.223272323608398
posterior_day_20,10.0
posterior_day_20,8.746417045593262
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,0.03375053405761719
posterior_day_20,10.0
posterior_day_20,-10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,8.603314399719238
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,8.618606567382812
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,6.361813545227051
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,6.825139999389648
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-0.3291025161743164
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,2.210538864135742
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-10.0
posterior_day_20,-4.443925857543945
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-7.884151458740234
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,5.334429740905762
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-10.0
posterior_day_20,5.011934280395508
posterior_day_20,3.7436132431030273
posterior_day_20,6.983963966369629
posterior_day_20,10.0
posterior_day_20,5.922878265380859
posterior_day_20,0.7951221466064453
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,3.8186912536621094
posterior_day_20,-0.3998870849609375
posterior_day_20,10.0
posterior_day_20,9.851261138916016
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,3.8411149978637695
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,9.643600463867188
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,6.062538146972656
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,6.369821071624756
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,5.622975826263428
posterior_day_20,1.69427490234375
posterior_day_20,-3.8591742515563965
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,8.053678512573242
posterior_day_20,-10.0
posterior_day_20,-5.3936357498168945
posterior_day_20,10.0
posterior_day_20,5.119065284729004
posterior_day_20,10.0
posterior_day_20,7.003941535949707
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-10.0
posterior_day_20,-0.6557445526123047
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,8.275141716003418
posterior_day_20,4.904504776000977
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-6.57955265045166
posterior_day_20,10.0
posterior_day_20,9.03821086883545
posterior_day_20,10.0
posterior_day_20,5.888544082641602
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-4.567699432373047
posterior_day_20,4.1844377517700195
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-0.04120922088623047
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-9.196008682250977
posterior_day_20,7.469037055969238
posterior_day_20,10.0
posterior_day_20,-1.927499771118164
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-7.386258125305176
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-2.407651901245117
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,1.3557605743408203
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-10.0
posterior_day_20,8.194015502929688
posterior_day_20,10.0
posterior_day_20,8.522558212280273
posterior_day_20,9.281763076782227
posterior_day_20,10.0
posterior_day_20,1.4090089797973633
posterior_day_20,-2.5791773796081543
posterior_day_20,1.5025835037231445
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,9.655694007873535
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,8.4193696975708
posterior_day_20,-1.4072566032409668
posterior_day_20,10.0
posterior_day_20,5.123282432556152
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-3.064311981201172
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,4.789606094360352
posterior_day_20,3.295135498046875
posterior_day_20,1.6104316711425781
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-3.9192280769348145
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,3.0637741088867188
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,7.916112899780273
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,8.30819034576416
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-2.3487539291381836
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,0.9122095108032227
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,2.8560807704925537
posterior_day_20,10.0
posterior_day_20,5.218997001647949
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,8.13832950592041
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,5.49583625793457
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,6.983609199523926
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,-2.9449172019958496
posterior_day_20,8.350187301635742
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,10.0
posterior_day_20,3.360157012939453
posterior_day_20,10.0
