beta0,beta1,beta2,beta3,sigma,chain
18.438757,5.322367,14.514213,-20.02789,12.645758,chain_2
15.871675,10.853516,25.247871,-36.68339,14.009187,chain_2
13.333614,-5.6072865,34.586517,-31.508278,10.700822,chain_2
20.862732,-0.2248072,-0.32643807,0.2017957,9.480538,chain_2
18.969706,0.025633693,-3.5690894,4.0369325,11.281862,chain_2
16.445568,15.163103,-15.735538,-0.6102872,10.198456,chain_2
21.06715,9.076368,-7.8445964,1.0384834,12.30801,chain_2
17.37609,64.948326,-50.64613,-12.761328,13.234239,chain_2
10.127411,13.51834,-16.507263,4.3904424,12.026964,chain_2
15.9121685,16.32162,3.6271055,-19.061556,13.929301,chain_2
13.490575,12.519587,-14.9827385,3.239989,14.037378,chain_2
16.125587,-1.9854236,-8.806511,13.096571,9.331433,chain_2
17.504105,9.880179,2.6944456,-12.384152,13.667656,chain_2
16.927286,8.389205,-21.497915,13.182761,13.752821,chain_2
18.556255,10.411756,1.7840247,-11.607686,9.467724,chain_2
17.939215,34.704422,-52.96918,21.10208,10.779192,chain_2
15.7802105,-1.6076946,-0.8507869,1.156109,9.868105,chain_2
19.358238,25.791395,-3.9067845,-18.328102,8.813732,chain_2
15.7173815,14.54774,-3.213202,-15.384812,11.76292,chain_2
14.925489,16.41299,-5.854992,-13.752602,12.473014,chain_2
16.91226,19.496637,-11.737765,-5.877424,10.520674,chain_2
18.990303,17.86417,-15.587901,-8.216527,10.620307,chain_2
17.353386,24.048998,-15.044338,-11.071941,13.018063,chain_2
19.397549,-5.2726784,5.8335032,-3.376899,8.479493,chain_2
18.932089,8.1932125,1.0918475,-10.894303,9.781029,chain_2
15.40588,-18.04782,36.508877,-20.418386,14.216896,chain_2
14.999979,1.1558394,-11.55342,11.501761,11.677248,chain_2
15.12352,15.102472,-11.605625,-0.41929042,10.122469,chain_2
15.572799,-6.293359,26.452513,-22.840004,8.864483,chain_2
13.490952,19.386814,5.3892226,-24.335789,11.612567,chain_2
20.0029,26.418846,-17.683083,-11.444669,12.349339,chain_2
15.429615,15.262417,-17.70425,-0.74723625,12.2060375,chain_2
20.694653,37.584293,-50.43113,9.570025,9.906012,chain_2
18.517656,2.2771668,-10.885336,11.554178,12.235704,chain_2
17.939621,28.124088,-6.8690643,-16.078833,9.4048815,chain_2
16.023775,11.707809,10.987538,-21.262041,10.637539,chain_2
20.2658,0.3212527,10.021567,-12.358348,8.582741,chain_2
16.02023,7.954867,-10.748638,0.5106319,11.039089,chain_2
17.474045,11.589706,7.4672184,-18.54711,9.5595665,chain_2
14.478607,-10.359729,13.812536,-11.477631,11.82704,chain_2
17.888067,18.373081,1.2971797,-22.137205,14.061643,chain_2
14.105471,5.7337112,-23.71883,17.54628,9.983801,chain_2
17.445183,12.661527,-15.414686,-1.3122971,9.979848,chain_2
16.942091,15.796541,-11.3246975,-8.328158,8.530634,chain_2
16.152308,-9.439852,15.759056,-4.521037,9.688098,chain_2
14.216191,35.91834,-10.017432,-23.384459,15.482156,chain_2
17.8891,4.8834715,22.87673,-35.082367,15.040991,chain_2
17.364193,17.642448,-19.942036,3.1336563,9.3499155,chain_2
19.857718,0.32484692,12.721003,-11.165255,10.605892,chain_2
19.743793,25.383602,-20.687965,-8.478094,11.746231,chain_2
15.675006,-9.402683,7.567478,1.5339321,9.61447,chain_2
20.564398,-31.904045,62.594006,-28.152435,12.866873,chain_2
21.469036,5.5481577,12.108849,-21.367851,13.060108,chain_2
15.477044,18.44072,17.807468,-32.70743,9.194404,chain_2
15.939539,-4.4595237,29.042784,-27.778807,13.202395,chain_2
17.406164,42.20355,-3.9490223,-35.747192,13.03095,chain_2
16.731905,12.050653,-28.541367,11.009694,14.168923,chain_2
15.712582,-7.783866,26.54477,-19.203827,10.667727,chain_2
16.822126,9.827895,3.8768623,-9.891132,9.956465,chain_2
20.183067,19.550964,-25.768896,3.2270606,9.250683,chain_2
16.690613,11.578526,-11.8258505,3.4744616,10.713044,chain_2
16.315523,27.676153,-8.778618,-19.658693,9.766288,chain_2
17.552107,15.333018,-2.5564542,-13.343224,7.410732,chain_2
17.776525,-4.2749996,1.6726613,1.166746,11.471734,chain_2
17.149368,-3.1758676,12.058189,-10.673646,7.958674,chain_2
14.953845,13.874416,-2.3138266,-10.127443,10.058905,chain_2
14.687975,-4.5193396,-12.917781,18.130495,10.025771,chain_2
12.62201,14.621122,-19.498165,5.313381,11.072077,chain_2
11.521421,-5.410263,-11.444181,16.891304,11.577144,chain_2
18.974962,23.600088,-23.913929,-1.2582743,11.38053,chain_2
14.81531,-1.6142461,-15.045389,14.941401,11.635456,chain_2
20.131313,14.1684885,8.707879,-25.267786,15.031602,chain_2
18.652822,29.99077,-23.750784,-3.4077373,9.550381,chain_2
15.917667,10.562414,9.291008,-18.859266,9.011481,chain_2
18.336683,13.367949,1.4332621,-15.870535,8.813564,chain_2
18.054216,-11.6394825,12.785477,0.1488626,11.865491,chain_2
14.387665,3.3602335,20.121513,-21.562807,10.58299,chain_2
16.90225,17.612265,-43.128586,25.470236,13.401134,chain_2
19.059088,32.68724,-27.878725,-6.6945043,11.687117,chain_2
15.077768,32.650517,-34.275913,4.496949,10.548767,chain_2
17.326242,28.353565,-23.722979,-6.3712835,13.676265,chain_2
16.322462,-7.453095,3.2135324,-1.9299057,14.253016,chain_2
10.096798,7.5235763,-31.944574,16.116106,12.780536,chain_2
22.69488,-9.285909,62.54899,-57.430054,12.283295,chain_2
17.37868,6.751748,1.3753779,-12.7378645,9.470136,chain_2
18.459257,5.854021,-0.7799362,-11.133128,10.120109,chain_2
21.479393,6.84534,-1.5729218,-3.7267938,12.071829,chain_2
13.106319,0.61518836,-4.2589984,-1.4303505,13.020375,chain_2
17.733864,59.602505,-41.294315,-15.9990425,16.304983,chain_2
19.658875,55.662697,-50.785797,-5.516841,13.709319,chain_2
15.989916,19.28116,-16.12446,-3.836793,10.333498,chain_2
21.159742,-4.7378263,2.4859235,-1.4653335,10.840187,chain_2
15.7600565,-19.650345,10.590413,7.0808296,11.622492,chain_2
20.124262,-15.897628,40.86053,-23.358267,13.214968,chain_2
19.681816,-6.4946322,-10.286902,20.563217,12.331565,chain_2
15.650439,21.51479,14.421155,-34.86859,10.159526,chain_2
19.066683,5.4050646,-13.556117,8.863647,13.279553,chain_2
17.431318,-0.58499396,-5.7348056,9.206949,11.475197,chain_2
14.376699,7.4501886,-8.841034,9.854333,13.458329,chain_2
20.04973,22.347782,-12.302541,-11.600419,9.150258,chain_2
17.685238,11.055899,28.42543,-39.599895,10.916927,chain_2
17.897293,26.52169,-19.625086,-4.407289,9.388791,chain_2
18.362476,-1.7801864,11.068286,-6.0320005,15.020052,chain_2
19.414537,0.3551898,-4.5912633,5.0236635,7.222783,chain_2
15.179532,22.965456,-2.36439,-22.109184,12.194222,chain_2
20.207787,25.936579,-44.438057,15.4656925,11.308369,chain_2
14.743171,-4.4503584,-2.2136798,8.452572,9.9275255,chain_2
16.837374,-1.191383,-13.365505,19.402374,11.558222,chain_2
17.52117,9.682729,-1.7165273,-4.5669684,9.929459,chain_2
16.366846,10.1284485,5.382864,-15.682803,9.8072815,chain_2
18.07806,13.540129,-12.508087,-1.9970396,10.846371,chain_2
11.56549,33.248943,-33.612427,1.834408,11.84884,chain_2
16.349575,15.025964,3.709706,-18.197252,10.701029,chain_2
22.90284,0.23135197,-7.297686,7.954467,12.461286,chain_2
20.903355,-22.15062,6.301952,23.497967,14.690969,chain_2
19.74354,-10.169908,11.142771,-2.46871,11.296324,chain_2
20.045712,16.730806,-1.2440832,-18.1869,13.213377,chain_2
19.47085,-9.35574,22.673649,-15.706905,10.567589,chain_2
19.339397,16.807434,7.0269184,-17.682417,21.261812,chain_2
18.758238,2.7710128,-24.86677,23.731853,9.403521,chain_2
18.89799,19.941298,-7.1064625,-13.7662945,9.832943,chain_2
17.371988,15.454493,-1.3533934,-15.022197,10.019374,chain_2
15.708893,10.471912,-10.931264,0.3527143,15.362677,chain_2
17.536747,14.422431,-4.206595,-8.614425,11.139607,chain_2
17.71546,17.67179,19.73853,-40.78995,12.855488,chain_2
17.345825,-1.5775247,-2.9687583,2.6172814,9.131023,chain_2
15.462596,12.250907,-27.436815,12.725041,10.073674,chain_2
16.427315,-17.203497,23.398031,-5.6991167,12.380927,chain_2
16.86911,7.412735,7.791808,-11.330864,9.317488,chain_2
17.034082,10.497347,-0.77149963,-7.4108233,9.74969,chain_2
17.110525,6.75826,4.13401,-2.7217999,11.583085,chain_2
22.98366,-23.733555,23.602165,3.9603217,14.256837,chain_2
10.494124,-6.468228,52.56684,-44.23057,15.092466,chain_2
20.376192,31.00609,-33.247738,2.4742439,10.273234,chain_2
21.694035,-9.041956,28.626553,-19.198298,9.685629,chain_2
14.809092,-5.112811,24.030157,-19.270481,11.7678995,chain_2
17.643608,-6.5958514,0.4544043,5.622981,10.07613,chain_2
15.120331,29.061956,-30.415085,0.5778961,10.462322,chain_2
18.921843,2.9672654,8.26165,-11.50471,10.530251,chain_2
22.074108,20.146597,-8.674205,-13.66561,10.607055,chain_2
16.676748,13.539012,-32.79307,21.08956,11.966333,chain_2
22.156404,14.550557,-12.659827,-3.2070527,11.958142,chain_2
18.688953,9.472894,-1.6969521,-8.53454,12.130275,chain_2
17.638897,-0.1922741,-29.340807,24.729822,14.640284,chain_2
15.731698,-12.836463,25.01137,-7.075328,9.048878,chain_2
18.383593,-0.96282613,17.725403,-18.08986,10.088685,chain_2
18.496656,18.967743,-22.76524,4.136095,9.308471,chain_2
19.2761,-4.4137006,10.67528,-6.052196,9.350459,chain_2
20.00357,-6.0174727,11.642876,-7.409125,11.405989,chain_2
16.997206,16.99359,1.402951,-17.790375,12.404872,chain_2
17.867043,30.961044,-40.14627,11.135271,10.170852,chain_2
16.811659,-11.91243,25.879625,-15.302987,11.162394,chain_2
21.939922,10.055207,15.539879,-23.391636,12.316764,chain_2
20.870924,14.047682,20.48549,-34.157387,10.87752,chain_2
18.885323,18.0335,-2.599419,-19.228308,10.815213,chain_2
15.777237,6.1815495,-10.700803,7.3900123,11.388866,chain_2
17.499084,-8.980451,-2.6163924,8.279786,12.185744,chain_2
17.582151,-9.383604,23.793367,-11.056341,12.101631,chain_2
15.631134,17.815655,-29.172552,12.688155,15.488407,chain_2
17.689999,14.548939,9.891791,-22.68817,10.526156,chain_2
18.580416,10.011988,-12.106893,3.107058,10.744494,chain_2
17.22756,25.703085,-21.560392,0.11907685,8.767873,chain_2
15.473705,15.744432,-26.379211,13.820342,9.829766,chain_2
19.116262,-5.5235777,6.5160804,-1.0089015,11.80819,chain_2
19.387493,18.0834,0.34489918,-20.332874,10.430008,chain_2
18.388256,2.4092913,9.839519,-17.544481,10.469594,chain_2
21.17084,20.023752,11.045031,-27.186749,14.069339,chain_2
17.488464,11.306503,26.610264,-35.286964,11.561655,chain_2
15.276435,-7.0460815,16.598934,-15.422628,10.836668,chain_2
16.93786,15.094294,-1.0855958,-12.039951,12.056352,chain_2
18.834349,11.59354,1.7331442,-13.262212,8.435807,chain_2
19.734264,3.7633107,8.468957,-11.039872,8.887114,chain_2
17.969112,8.0398245,15.116684,-21.883467,10.397614,chain_2
17.978144,-6.052811,-14.974556,20.27175,11.549652,chain_2
17.728392,-11.171374,-12.62515,26.82176,12.307401,chain_2
17.18127,20.704227,9.626394,-30.02914,12.422352,chain_2
17.28516,1.6910549,13.436892,-12.299965,12.805174,chain_2
15.448564,34.745934,-29.523064,-3.9660878,12.115445,chain_2
18.049309,16.777008,4.6061664,-21.594822,10.284086,chain_2
17.813389,-51.478348,52.505634,-7.4408293,16.198595,chain_2
16.477903,1.0967368,18.088448,-19.1919,11.740861,chain_2
19.95342,16.651125,-22.419292,7.777582,11.012447,chain_2
19.23372,29.511993,2.365236,-32.508423,13.772607,chain_2
14.466557,33.175606,-17.896704,-16.287792,14.257667,chain_2
22.06798,-6.3447323,10.069525,-5.7453685,10.341478,chain_2
16.96282,2.483389,-7.2169347,1.3051775,9.694592,chain_2
26.820631,32.60289,-38.094566,-2.132524,16.778276,chain_2
17.723692,30.59848,-61.93936,35.488686,17.746157,chain_2
19.235876,10.674858,-19.728842,8.754407,9.6475,chain_2
18.152208,26.685051,-12.69158,-9.749655,11.15173,chain_2
12.140714,38.002014,-12.501116,-24.19785,12.998842,chain_2
18.534256,13.811096,-17.194391,2.990727,11.856889,chain_2
17.623777,1.9120193,-6.344696,11.089955,14.583707,chain_2
19.668411,-2.0968595,3.0554838,-0.35395932,8.057785,chain_2
17.932026,1.5255011,-2.2711942,1.576573,9.5602045,chain_2
17.675226,21.239891,-24.866844,4.9461,10.221038,chain_2
17.730425,7.5032697,-16.831972,7.5628204,11.020306,chain_2
16.35926,0.9721472,16.691921,-18.551023,10.101022,chain_2
18.187056,1.7891412,4.863075,-1.6711366,11.912192,chain_2
18.548615,-12.482952,4.6585846,6.1715465,11.363233,chain_2
16.135433,-2.9933155,-14.587455,16.947803,8.368682,chain_2
16.470936,9.081681,5.030179,-15.344743,9.79765,chain_2
15.05378,10.938734,-3.3750412,-11.084538,9.534867,chain_2
20.09271,11.324621,-11.21789,0.56762934,11.5513315,chain_2
18.156166,17.445467,-3.800928,-13.585715,9.489627,chain_2
17.534182,27.885515,6.1939263,-35.969326,10.895052,chain_2
14.173795,24.91737,0.98456526,-24.924223,14.606283,chain_2
18.74271,5.6232986,15.664051,-24.955336,8.822836,chain_2
18.205986,10.433527,1.2515293,-14.384177,10.195558,chain_2
18.645975,16.049868,-1.242341,-16.738482,8.446049,chain_2
16.592764,-2.6493437,17.64905,-12.795315,10.342255,chain_2
19.527752,-1.9843044,18.44863,-15.60342,10.677791,chain_2
16.583124,-1.957258,12.331801,-12.105021,12.699957,chain_2
20.027628,14.291023,8.079077,-24.082457,14.697959,chain_2
17.71072,87.75204,-44.35364,-41.819286,13.267044,chain_2
15.371076,16.01651,-15.58114,-6.46208,16.712933,chain_2
21.162443,-13.883829,-21.24314,28.422132,14.143323,chain_2
20.269365,7.568674,-16.380867,13.871853,9.971136,chain_2
19.98759,9.739365,-5.024028,-6.9498477,10.740691,chain_2
15.584838,13.810378,13.73078,-27.864084,9.563351,chain_2
18.656048,55.776146,-60.56174,8.430657,13.03067,chain_2
15.841564,-18.982704,19.16947,-3.1693943,13.643281,chain_2
16.702227,11.053377,-22.76196,13.170567,12.489541,chain_2
8.977411,0.8965343,0.00826095,0.86555076,16.79978,chain_2
13.978487,22.438107,-16.460978,-4.1581573,10.690752,chain_2
16.212645,-2.6641521,8.860074,-6.171247,14.627542,chain_2
19.777706,17.810978,-20.190453,-2.491232,12.599652,chain_2
15.021522,1.7878226,20.680206,-22.224087,9.811871,chain_2
17.09289,23.083652,16.297806,-36.107174,12.413502,chain_2
21.347921,20.134491,-24.771637,8.659291,11.868666,chain_2
18.21366,-0.23452121,-11.363735,8.124813,8.869665,chain_2
20.691904,19.260525,-11.335174,-9.776574,10.234359,chain_2
18.719725,35.525936,-44.559948,9.108193,12.738397,chain_2
19.918541,6.110181,16.765656,-21.529552,10.442234,chain_2
21.266182,3.3076391,15.039903,-17.522352,9.461255,chain_2
14.808149,6.492032,1.8802257,-5.1981664,12.006107,chain_2
14.236404,-19.49441,33.528225,-17.189299,11.480437,chain_2
22.61201,14.843847,-6.9704075,-12.129086,13.626819,chain_2
21.555136,8.8164425,10.3499775,-18.77912,10.363875,chain_2
14.417038,-13.098571,-6.2384777,18.89593,12.750529,chain_2
16.888327,-4.582082,21.547464,-18.15598,7.626466,chain_2
18.824608,-7.922378,16.529371,-8.868788,8.831761,chain_2
17.095602,14.298664,-9.812997,-4.322029,9.172266,chain_2
17.104801,24.2039,-20.998827,-3.4573476,10.123103,chain_2
20.40398,-7.92078,11.861707,-9.182706,10.757187,chain_2
21.086708,30.831463,-28.142637,1.0488892,13.876385,chain_2
18.411516,-11.582392,14.53455,-8.21008,12.032489,chain_2
19.42272,20.048063,-20.357855,-5.190626,9.593294,chain_2
14.957425,9.58988,-26.727058,16.45585,9.928974,chain_2
20.42373,8.679743,-13.475283,0.41328785,10.913873,chain_2
19.153734,-7.068889,7.473539,-0.04564178,17.38823,chain_2
19.616539,-24.282656,30.213825,-7.92362,10.1969385,chain_2
19.027948,-5.336126,-4.5717626,9.361547,9.047862,chain_2
18.797668,17.518505,-24.76429,4.367249,12.154187,chain_2
16.213728,-16.9331,16.122076,1.5440949,10.499317,chain_2
15.44874,-24.565172,30.097898,-7.8366685,8.466603,chain_2
16.192753,-20.194658,17.319866,6.900237,10.587128,chain_2
16.348124,-21.870356,7.1943517,10.229955,9.244613,chain_2
19.666605,-21.17525,23.758383,-7.900469,9.584581,chain_2
23.238846,9.716326,12.729859,-23.412195,11.949888,chain_2
15.466532,4.3185663,10.860491,-12.861311,14.135324,chain_2
13.834028,-6.5143757,24.906282,-17.445133,9.738441,chain_2
17.100166,2.990356,-16.29097,13.281447,11.190194,chain_2
19.595596,15.3729,13.142215,-24.610605,9.937208,chain_2
18.45692,-10.03626,26.797731,-9.924817,11.664203,chain_2
15.210707,-19.573698,47.889133,-30.446405,18.835983,chain_2
16.417475,-21.405357,21.61866,2.1416883,17.655203,chain_2
21.280767,-10.2334795,1.924289,8.519822,10.590488,chain_2
18.41387,26.02171,-4.438088,-21.36516,9.972125,chain_2
16.556604,-0.9712032,-1.8418403,-1.9596312,9.124282,chain_2
15.615844,6.1296573,-3.2687402,-1.7987239,9.789014,chain_2
15.125682,23.715027,-4.6799026,-18.126308,10.619269,chain_2
16.077961,4.7069583,18.879076,-27.141691,11.694329,chain_2
16.973675,12.478603,-6.8317795,-6.495142,10.862602,chain_2
19.68023,21.436861,-23.836641,4.7645693,12.216656,chain_2
18.745775,8.597048,-8.458731,4.3335567,12.500847,chain_2
21.478828,18.35736,6.8705263,-23.098566,14.923969,chain_2
17.841562,5.2177978,4.608811,-8.408415,10.812398,chain_2
17.12189,20.701004,-53.98656,39.355232,15.158583,chain_2
20.489092,24.645687,-22.6173,-6.560047,8.529774,chain_2
19.056665,10.888304,-9.879421,-0.12755913,10.077528,chain_2
20.11326,4.567697,6.882496,-18.025396,12.997963,chain_2
19.145159,-13.504194,6.0758414,6.649742,10.56806,chain_2
19.312107,-18.23351,27.487335,-6.8313513,11.100409,chain_2
16.61505,-1.3875258,2.8811076,-1.3816793,10.186611,chain_2
21.051878,30.338825,-9.355827,-17.250912,10.21977,chain_2
19.867851,26.20074,-18.200584,-12.452015,12.916022,chain_2
20.223148,-3.6320047,-10.302179,11.286479,17.856556,chain_2
17.099497,23.847324,-56.642567,25.462523,14.010428,chain_2
17.501778,-24.91081,44.705856,-21.686262,11.283925,chain_2
21.097324,-9.300107,17.554817,-11.095278,14.38279,chain_2
15.664695,8.531517,-12.062143,8.303469,11.394334,chain_2
21.37175,12.959461,2.7154508,-16.760729,9.180129,chain_2
22.161009,-5.5191975,-15.626911,23.053358,10.902562,chain_2
18.942596,15.848943,5.7650805,-22.8217,12.3889265,chain_2
19.182419,31.148506,-29.263214,1.3944468,10.536338,chain_2
15.594877,21.23993,-18.987604,-1.0423186,11.420623,chain_2
16.496336,13.837003,-8.474972,-3.3074117,11.31844,chain_2
16.289505,15.222096,-13.004881,-3.592897,10.129569,chain_2
17.611368,28.90241,-6.389859,-22.723885,12.351853,chain_2
17.434006,1.4447669,-16.753826,14.646311,8.32492,chain_2
19.112974,13.590803,-16.35417,3.2867908,8.592319,chain_2
18.39703,19.25348,-26.210754,8.311434,11.127123,chain_2
16.373318,10.851068,1.5856556,-14.612979,9.163553,chain_2
21.310677,20.886465,-20.757835,4.4334984,12.775177,chain_2
19.406572,-0.8094024,9.976824,-7.6448274,9.969344,chain_2
17.953611,18.87915,-19.800922,-0.16520464,12.051276,chain_2
13.090954,-4.385956,31.807194,-26.421505,15.361934,chain_2
19.000288,45.30145,-32.23597,-7.477459,10.016262,chain_2
18.002365,32.832226,-16.778576,-16.088701,11.185468,chain_2
20.86194,2.1155431,12.667988,-11.178377,9.841076,chain_2
19.627079,13.131657,-2.4509754,-6.375056,10.130368,chain_2
17.408243,9.804676,-20.874695,13.026739,10.121863,chain_2
14.787588,1.8823093,-2.0381796,-1.537069,12.775597,chain_2
15.977144,-0.10073167,27.234808,-22.015047,18.019384,chain_2
15.065328,-11.476335,27.659002,-13.816446,13.952451,chain_2
19.01104,17.83889,1.3210802,-14.696981,9.667914,chain_2
12.202967,-12.177188,23.559795,-15.322482,15.635138,chain_2
13.88009,26.547747,-32.349346,3.7640352,13.73525,chain_2
21.445475,42.71038,-22.089151,-20.16009,10.288809,chain_2
15.45767,39.607555,-36.03908,-1.5474513,9.189951,chain_2
14.5682125,-11.598523,12.293749,-0.2603181,11.704034,chain_2
15.095106,12.170204,-15.874239,8.462814,10.957489,chain_2
19.78509,3.3998454,1.5033562,-3.5892408,14.595753,chain_2
17.376402,10.769536,-0.06945956,-13.442032,11.09189,chain_2
21.985783,6.22815,0.49387473,-2.9882002,14.875781,chain_2
17.160234,8.450366,0.8033976,-11.092637,8.484998,chain_2
17.479593,-8.395693,39.794266,-34.034786,11.852205,chain_2
20.579378,-15.642247,32.558716,-16.20563,12.37296,chain_2
17.79579,5.5385904,17.23279,-18.814257,13.440158,chain_2
15.23044,17.053967,-1.6880819,-11.746857,13.085398,chain_2
17.629087,-10.014886,17.821108,-9.910839,10.955021,chain_2
14.795951,-7.3884664,-16.522343,22.353563,14.274956,chain_2
19.977766,1.6030338,8.385771,-11.01285,10.416369,chain_2
17.36102,12.298378,-21.959286,7.706097,10.709793,chain_2
20.305433,11.535534,-2.2920208,-10.745315,9.86127,chain_2
17.06182,19.615425,-26.58856,4.899355,9.03991,chain_2
17.637175,11.763712,-11.061519,-0.9936019,9.778484,chain_2
18.531733,-9.3395,29.462217,-23.230007,13.017805,chain_2
13.404485,7.1596427,0.93301314,-4.7484665,12.719083,chain_2
15.5529785,9.416817,15.754057,-24.361881,11.386388,chain_2
13.0765085,10.2612705,-3.265851,-8.583963,10.287909,chain_2
17.931046,1.3344761,-9.941851,8.843186,13.407976,chain_2
16.712591,17.157385,21.975096,-39.047295,11.836515,chain_2
19.841835,7.9388103,19.86637,-27.171776,9.065073,chain_2
19.4201,38.06979,-21.151155,-13.301374,11.263433,chain_2
18.125004,2.2624307,-0.42382634,0.17426205,9.591318,chain_2
16.662897,7.3056517,-18.173996,9.142352,9.328011,chain_2
18.350151,5.1324863,-0.661952,-6.0617275,11.18849,chain_2
18.419933,10.39269,0.7602587,-13.490213,12.153668,chain_2
16.775276,11.020424,-12.648051,4.2569175,8.958244,chain_2
19.103247,-1.2210288,30.511564,-29.217056,8.198815,chain_2
14.986441,38.508263,2.7952824,-35.140736,12.397176,chain_2
23.435139,10.724585,2.7048702,-12.464949,11.3048,chain_2
18.399155,23.79684,1.8868469,-26.3696,9.070006,chain_2
18.192955,19.359592,7.4809446,-27.332106,8.847386,chain_2
20.147303,48.86099,-47.97042,2.0713246,10.813357,chain_2
18.916721,18.802,4.4448752,-25.132654,9.065875,chain_2
15.574282,16.173325,-32.72464,18.331787,8.963633,chain_2
17.56877,11.568251,-7.0796013,-6.1834025,8.795761,chain_2
19.182884,10.333467,3.6673336,-14.809282,8.208961,chain_2
14.858183,-3.9576285,12.937652,-9.022565,14.372064,chain_2
19.815006,18.9284,-17.212025,-2.6652536,10.194527,chain_2
17.705147,15.873669,4.969913,-21.061367,9.750178,chain_2
10.371999,21.81074,-19.97854,-1.0503566,13.030869,chain_2
15.564143,8.317382,-26.81799,15.583585,12.667729,chain_2
17.179623,29.662949,-44.909214,12.257857,14.370141,chain_2
19.221272,26.81358,-11.883446,-13.105854,10.812287,chain_2
20.644812,6.5885954,14.9728775,-16.269535,11.621034,chain_2
15.589997,23.950916,-10.17252,-11.797174,10.883107,chain_2
16.276907,19.101933,11.133911,-28.24457,12.322489,chain_2
16.898869,-16.78511,8.707772,7.6076303,9.274589,chain_2
15.81635,13.393438,-5.0160837,-9.032911,14.879977,chain_2
17.303286,-2.8412118,15.062542,-13.215891,9.102022,chain_2
16.434834,2.568182,12.600332,-10.590276,10.441107,chain_2
14.878815,27.546034,-5.8912926,-17.513113,12.673924,chain_2
16.400068,-6.013465,11.72742,-6.358863,8.725261,chain_2
22.085112,14.630185,5.6278853,-17.613615,12.166576,chain_2
18.904762,3.077939,44.24096,-49.564655,15.537858,chain_2
19.044594,28.102413,13.128765,-41.56909,12.855617,chain_2
15.994025,22.709148,-9.356188,-17.206522,9.823828,chain_2
14.802275,4.437977,-4.467095,-3.3493156,12.245861,chain_2
17.495647,2.7901006,-11.925043,7.772173,7.918543,chain_2
19.125313,16.142853,-9.576658,-7.766836,11.827429,chain_2
16.650145,5.25239,26.589853,-32.775414,11.448304,chain_2
19.24621,16.407804,-20.72838,2.3484344,10.058128,chain_2
19.170048,27.50938,14.095601,-38.503437,12.014331,chain_2
19.368963,34.676403,-24.814728,-11.516318,11.184062,chain_2
22.046843,-3.513577,20.267702,-12.08919,13.830102,chain_2
15.687049,11.175469,-26.340979,12.82458,11.093366,chain_2
17.258102,-2.42078,3.6950195,-2.44928,8.209591,chain_2
15.968122,6.330202,-3.6810694,-4.7978463,8.350426,chain_2
15.925003,17.323778,-0.13824308,-17.146744,10.003031,chain_2
16.696707,17.77023,17.605474,-36.652775,9.964658,chain_2
15.89314,7.2982545,11.596907,-23.335245,10.469557,chain_2
11.965031,28.261007,-52.071667,22.785809,15.804058,chain_2
15.171832,13.492655,-14.925802,2.6426167,12.181216,chain_2
17.994587,17.611635,9.8382635,-26.825827,9.067058,chain_2
20.878725,10.4134445,-0.7395799,-8.226402,12.121807,chain_2
16.776636,9.752962,-17.146742,8.930605,13.050279,chain_2
19.497515,17.170492,-9.004297,-7.3736615,9.826612,chain_2
19.98286,17.859514,-9.395067,-7.570605,10.25616,chain_2
20.146685,8.91035,9.922077,-17.864954,7.4431357,chain_2
15.735394,4.661818,-29.593332,23.918957,12.195402,chain_2
18.887987,13.357819,-13.579244,-0.4995455,12.833019,chain_2
19.364143,8.077978,-20.287365,13.418527,10.197099,chain_2
14.040143,10.032394,4.1281614,-10.038308,12.880755,chain_2
16.125172,3.7759767,15.898564,-15.197964,11.422262,chain_2
17.542727,13.391842,-16.283306,3.5019274,9.938236,chain_2
16.313883,25.20755,-11.159877,-15.978107,10.32852,chain_2
19.004965,0.6948936,-7.230996,6.9351373,10.25795,chain_2
17.745035,-17.353344,32.47151,-17.443853,9.401191,chain_2
17.699516,0.82027924,22.082937,-23.997908,12.122264,chain_2
18.582296,16.811066,-0.24281085,-17.08202,9.78469,chain_2
19.072084,13.451913,5.72748,-17.64558,8.197656,chain_2
20.832695,14.542646,-10.658484,-2.871524,13.114129,chain_2
17.112804,25.217455,-45.470863,15.331177,10.948404,chain_2
21.857594,2.5137978,1.9254527,-9.687044,17.41655,chain_2
17.821436,21.815104,-27.101128,1.3220938,11.040674,chain_2
15.26728,14.162914,-4.792257,-5.798582,14.153058,chain_2
20.523516,28.638784,-40.5314,13.181013,12.427799,chain_2
14.550798,22.927715,-8.953145,-15.093079,16.672955,chain_2
17.760843,21.902586,-12.813465,-12.335186,11.10187,chain_2
18.464018,25.584082,8.628753,-32.047043,9.442441,chain_2
15.457035,23.533121,-11.584442,-9.172139,8.32705,chain_2
14.855527,-1.5920293,30.230095,-26.9223,10.416245,chain_2
17.858068,5.7922626,4.627144,-12.586143,8.595411,chain_2
16.609411,-0.3489828,3.1282058,-3.235752,8.782867,chain_2
17.10488,-3.6289635,9.176392,-9.238022,12.026763,chain_2
19.66465,33.28193,-2.8750346,-30.926237,14.761417,chain_2
20.538069,24.151485,14.612473,-39.132996,12.387981,chain_2
15.39958,-0.15855396,7.219355,-11.559982,10.955789,chain_2
15.25745,13.800266,-3.168859,-15.341625,8.940481,chain_2
